id,MetodoIdentificacion,CodigoAccesoGenBank,IdentificadorResponsable
302e5978-d0da-11f0-9ba0-fc3fdb83b633,,,
302e59c4-d0da-11f0-9ba0-fc3fdb83b633,,,
302e5a0f-d0da-11f0-9ba0-fc3fdb83b633,,,
302e5a51-d0da-11f0-9ba0-fc3fdb83b633,,,
302e5a93-d0da-11f0-9ba0-fc3fdb83b633,,,
302e5ade-d0da-11f0-9ba0-fc3fdb83b633,,,
302e5b21-d0da-11f0-9ba0-fc3fdb83b633,,,
302e5b64-d0da-11f0-9ba0-fc3fdb83b633,,,
302e5ba5-d0da-11f0-9ba0-fc3fdb83b633,,,
302e5be7-d0da-11f0-9ba0-fc3fdb83b633,,,
302e5c27-d0da-11f0-9ba0-fc3fdb83b633,,,
302e5c68-d0da-11f0-9ba0-fc3fdb83b633,,,
302e5ca7-d0da-11f0-9ba0-fc3fdb83b633,,,
302e5ce9-d0da-11f0-9ba0-fc3fdb83b633,,,
302e5d2c-d0da-11f0-9ba0-fc3fdb83b633,,,
302e5d6d-d0da-11f0-9ba0-fc3fdb83b633,,,
302e5dac-d0da-11f0-9ba0-fc3fdb83b633,,,
302e5ded-d0da-11f0-9ba0-fc3fdb83b633,,,
302e5e2e-d0da-11f0-9ba0-fc3fdb83b633,,,
302e5e77-d0da-11f0-9ba0-fc3fdb83b633,,,
302e5eb9-d0da-11f0-9ba0-fc3fdb83b633,,,
302e5efa-d0da-11f0-9ba0-fc3fdb83b633,,,
302e5f3c-d0da-11f0-9ba0-fc3fdb83b633,,,
302e5f7b-d0da-11f0-9ba0-fc3fdb83b633,,,
302e5fbc-d0da-11f0-9ba0-fc3fdb83b633,,,
302e5ffe-d0da-11f0-9ba0-fc3fdb83b633,,,
302e603f-d0da-11f0-9ba0-fc3fdb83b633,,,
302e607f-d0da-11f0-9ba0-fc3fdb83b633,,,
302e60c0-d0da-11f0-9ba0-fc3fdb83b633,,,
302e6102-d0da-11f0-9ba0-fc3fdb83b633,,,
302e6145-d0da-11f0-9ba0-fc3fdb83b633,,,
302e6186-d0da-11f0-9ba0-fc3fdb83b633,,,
302e61c6-d0da-11f0-9ba0-fc3fdb83b633,,,
302e620c-d0da-11f0-9ba0-fc3fdb83b633,,,
302e624c-d0da-11f0-9ba0-fc3fdb83b633,,,
302e628c-d0da-11f0-9ba0-fc3fdb83b633,,,
302e643f-d0da-11f0-9ba0-fc3fdb83b633,,,
302e648b-d0da-11f0-9ba0-fc3fdb83b633,,,
302e64d3-d0da-11f0-9ba0-fc3fdb83b633,,,
302e651c-d0da-11f0-9ba0-fc3fdb83b633,,,
302e655e-d0da-11f0-9ba0-fc3fdb83b633,,,
302e65a2-d0da-11f0-9ba0-fc3fdb83b633,,,
302e65e6-d0da-11f0-9ba0-fc3fdb83b633,,,
302e662a-d0da-11f0-9ba0-fc3fdb83b633,,,
302e666c-d0da-11f0-9ba0-fc3fdb83b633,,,
302e66af-d0da-11f0-9ba0-fc3fdb83b633,,,
302e66f1-d0da-11f0-9ba0-fc3fdb83b633,,,
302e6736-d0da-11f0-9ba0-fc3fdb83b633,,,
302e677a-d0da-11f0-9ba0-fc3fdb83b633,,,
302e67bd-d0da-11f0-9ba0-fc3fdb83b633,,,
302e6801-d0da-11f0-9ba0-fc3fdb83b633,,,
302e6845-d0da-11f0-9ba0-fc3fdb83b633,,,
302e6887-d0da-11f0-9ba0-fc3fdb83b633,,,
302e68c8-d0da-11f0-9ba0-fc3fdb83b633,,,
302e690c-d0da-11f0-9ba0-fc3fdb83b633,,,
302e6951-d0da-11f0-9ba0-fc3fdb83b633,,,
302e6994-d0da-11f0-9ba0-fc3fdb83b633,,,
302e69d6-d0da-11f0-9ba0-fc3fdb83b633,,,
302e6a18-d0da-11f0-9ba0-fc3fdb83b633,,,
302e6a5a-d0da-11f0-9ba0-fc3fdb83b633,,,
302e6a9d-d0da-11f0-9ba0-fc3fdb83b633,,,
302e6adf-d0da-11f0-9ba0-fc3fdb83b633,,,
302e6b21-d0da-11f0-9ba0-fc3fdb83b633,,,
302e6b64-d0da-11f0-9ba0-fc3fdb83b633,,,
302e6ba5-d0da-11f0-9ba0-fc3fdb83b633,,,
302e6be7-d0da-11f0-9ba0-fc3fdb83b633,,,
302e6c29-d0da-11f0-9ba0-fc3fdb83b633,,,
302e6c6a-d0da-11f0-9ba0-fc3fdb83b633,,,
302e6cab-d0da-11f0-9ba0-fc3fdb83b633,,,
302e6cef-d0da-11f0-9ba0-fc3fdb83b633,,,
302e6d31-d0da-11f0-9ba0-fc3fdb83b633,,,
302e6d73-d0da-11f0-9ba0-fc3fdb83b633,,,
302e6db4-d0da-11f0-9ba0-fc3fdb83b633,,,
302e6df7-d0da-11f0-9ba0-fc3fdb83b633,,,
302e6e3a-d0da-11f0-9ba0-fc3fdb83b633,,,
302e6e7d-d0da-11f0-9ba0-fc3fdb83b633,,,
302e6ebf-d0da-11f0-9ba0-fc3fdb83b633,,,
302e6f02-d0da-11f0-9ba0-fc3fdb83b633,,,
302e6f42-d0da-11f0-9ba0-fc3fdb83b633,,,
302e6f86-d0da-11f0-9ba0-fc3fdb83b633,,,
302e6fc8-d0da-11f0-9ba0-fc3fdb83b633,,,
302e701b-d0da-11f0-9ba0-fc3fdb83b633,,,
302e706a-d0da-11f0-9ba0-fc3fdb83b633,,,
302e70b7-d0da-11f0-9ba0-fc3fdb83b633,,,
302e7100-d0da-11f0-9ba0-fc3fdb83b633,,,
302e7147-d0da-11f0-9ba0-fc3fdb83b633,,,
302e718f-d0da-11f0-9ba0-fc3fdb83b633,,,
302e71d7-d0da-11f0-9ba0-fc3fdb83b633,,,
302e721d-d0da-11f0-9ba0-fc3fdb83b633,,,
302e7264-d0da-11f0-9ba0-fc3fdb83b633,,,
302e72ab-d0da-11f0-9ba0-fc3fdb83b633,,,
302e7355-d0da-11f0-9ba0-fc3fdb83b633,,,
302e73e9-d0da-11f0-9ba0-fc3fdb83b633,,,
302e743c-d0da-11f0-9ba0-fc3fdb83b633,,,
302e7484-d0da-11f0-9ba0-fc3fdb83b633,,,
302e74cb-d0da-11f0-9ba0-fc3fdb83b633,,,
302e7513-d0da-11f0-9ba0-fc3fdb83b633,,,
302e755a-d0da-11f0-9ba0-fc3fdb83b633,,,
302e75a7-d0da-11f0-9ba0-fc3fdb83b633,,,
302e75f2-d0da-11f0-9ba0-fc3fdb83b633,,,
302e763a-d0da-11f0-9ba0-fc3fdb83b633,,,
302e7683-d0da-11f0-9ba0-fc3fdb83b633,,,
302e76ca-d0da-11f0-9ba0-fc3fdb83b633,,,
302e7716-d0da-11f0-9ba0-fc3fdb83b633,,,
302e7767-d0da-11f0-9ba0-fc3fdb83b633,,,
302e77b0-d0da-11f0-9ba0-fc3fdb83b633,,,
302e77f8-d0da-11f0-9ba0-fc3fdb83b633,,,
302e7841-d0da-11f0-9ba0-fc3fdb83b633,,,
302e7889-d0da-11f0-9ba0-fc3fdb83b633,,,
302e78d1-d0da-11f0-9ba0-fc3fdb83b633,,,
302e7918-d0da-11f0-9ba0-fc3fdb83b633,,,
302e7961-d0da-11f0-9ba0-fc3fdb83b633,,,
302e79aa-d0da-11f0-9ba0-fc3fdb83b633,,,
302e79f2-d0da-11f0-9ba0-fc3fdb83b633,,,
302e7a3a-d0da-11f0-9ba0-fc3fdb83b633,,,
302e7a84-d0da-11f0-9ba0-fc3fdb83b633,,,
302e7acb-d0da-11f0-9ba0-fc3fdb83b633,,,
302e7b12-d0da-11f0-9ba0-fc3fdb83b633,,,
302e7b59-d0da-11f0-9ba0-fc3fdb83b633,,,
302e7ba2-d0da-11f0-9ba0-fc3fdb83b633,,,
302e7be9-d0da-11f0-9ba0-fc3fdb83b633,,,
302e7c31-d0da-11f0-9ba0-fc3fdb83b633,,,
302e7c78-d0da-11f0-9ba0-fc3fdb83b633,,,
302e7cc0-d0da-11f0-9ba0-fc3fdb83b633,,,
302e7d0a-d0da-11f0-9ba0-fc3fdb83b633,,,
302e7d51-d0da-11f0-9ba0-fc3fdb83b633,,,
302e7d9a-d0da-11f0-9ba0-fc3fdb83b633,,,
302e7de5-d0da-11f0-9ba0-fc3fdb83b633,,,
302e7e2d-d0da-11f0-9ba0-fc3fdb83b633,,,
302e7e74-d0da-11f0-9ba0-fc3fdb83b633,,,
302e7ebc-d0da-11f0-9ba0-fc3fdb83b633,,,
302e7f05-d0da-11f0-9ba0-fc3fdb83b633,,,
302e7f4c-d0da-11f0-9ba0-fc3fdb83b633,,,
302e7f94-d0da-11f0-9ba0-fc3fdb83b633,,,
302e7fdb-d0da-11f0-9ba0-fc3fdb83b633,,,
302e8023-d0da-11f0-9ba0-fc3fdb83b633,,,
302e806a-d0da-11f0-9ba0-fc3fdb83b633,,,
302e80b1-d0da-11f0-9ba0-fc3fdb83b633,,,
302e80f8-d0da-11f0-9ba0-fc3fdb83b633,,,
302e8141-d0da-11f0-9ba0-fc3fdb83b633,,,
302e8189-d0da-11f0-9ba0-fc3fdb83b633,,,
302e81d5-d0da-11f0-9ba0-fc3fdb83b633,,,
302e821e-d0da-11f0-9ba0-fc3fdb83b633,,,
302e8265-d0da-11f0-9ba0-fc3fdb83b633,,,
302e82a9-d0da-11f0-9ba0-fc3fdb83b633,,,
302e82f2-d0da-11f0-9ba0-fc3fdb83b633,,,
302e833a-d0da-11f0-9ba0-fc3fdb83b633,,,
302e8383-d0da-11f0-9ba0-fc3fdb83b633,,,
302e83ca-d0da-11f0-9ba0-fc3fdb83b633,,,
302e8410-d0da-11f0-9ba0-fc3fdb83b633,,,
302e8457-d0da-11f0-9ba0-fc3fdb83b633,,,
302e849f-d0da-11f0-9ba0-fc3fdb83b633,,,
302e84e6-d0da-11f0-9ba0-fc3fdb83b633,,,
302e852e-d0da-11f0-9ba0-fc3fdb83b633,,,
302e8575-d0da-11f0-9ba0-fc3fdb83b633,,,
302e85bb-d0da-11f0-9ba0-fc3fdb83b633,,,
302e8602-d0da-11f0-9ba0-fc3fdb83b633,,,
302e864a-d0da-11f0-9ba0-fc3fdb83b633,,,
302e8692-d0da-11f0-9ba0-fc3fdb83b633,,,
302e86dc-d0da-11f0-9ba0-fc3fdb83b633,,,
302e8723-d0da-11f0-9ba0-fc3fdb83b633,,,
302e876a-d0da-11f0-9ba0-fc3fdb83b633,,,
302e87b0-d0da-11f0-9ba0-fc3fdb83b633,,,
302e87f9-d0da-11f0-9ba0-fc3fdb83b633,,,
302e8840-d0da-11f0-9ba0-fc3fdb83b633,,,
302e8936-d0da-11f0-9ba0-fc3fdb83b633,,,
302e8988-d0da-11f0-9ba0-fc3fdb83b633,,,
302e89d7-d0da-11f0-9ba0-fc3fdb83b633,,,
302e8a26-d0da-11f0-9ba0-fc3fdb83b633,,,
302e8a6f-d0da-11f0-9ba0-fc3fdb83b633,,,
302e8ab9-d0da-11f0-9ba0-fc3fdb83b633,,,
302e8b03-d0da-11f0-9ba0-fc3fdb83b633,,,
302e8b4f-d0da-11f0-9ba0-fc3fdb83b633,,,
302e8b99-d0da-11f0-9ba0-fc3fdb83b633,,,
302e8be3-d0da-11f0-9ba0-fc3fdb83b633,,,
302e8c2e-d0da-11f0-9ba0-fc3fdb83b633,,,
302e8c79-d0da-11f0-9ba0-fc3fdb83b633,,,
302e8cc4-d0da-11f0-9ba0-fc3fdb83b633,,,
302e8d0f-d0da-11f0-9ba0-fc3fdb83b633,,,
302e8d58-d0da-11f0-9ba0-fc3fdb83b633,,,
302e8da3-d0da-11f0-9ba0-fc3fdb83b633,,,
302e8dee-d0da-11f0-9ba0-fc3fdb83b633,,,
302e8e36-d0da-11f0-9ba0-fc3fdb83b633,,,
302e8e7f-d0da-11f0-9ba0-fc3fdb83b633,,,
302e8ecc-d0da-11f0-9ba0-fc3fdb83b633,,,
302e8f16-d0da-11f0-9ba0-fc3fdb83b633,,,
302e8f61-d0da-11f0-9ba0-fc3fdb83b633,,,
302e8fa9-d0da-11f0-9ba0-fc3fdb83b633,,,
302e8ff5-d0da-11f0-9ba0-fc3fdb83b633,,,
302e903e-d0da-11f0-9ba0-fc3fdb83b633,,,
302e9089-d0da-11f0-9ba0-fc3fdb83b633,,,
302e90d4-d0da-11f0-9ba0-fc3fdb83b633,,,
302e911e-d0da-11f0-9ba0-fc3fdb83b633,,,
302e9165-d0da-11f0-9ba0-fc3fdb83b633,,,
302e91ad-d0da-11f0-9ba0-fc3fdb83b633,,,
302e91f5-d0da-11f0-9ba0-fc3fdb83b633,,,
302e923d-d0da-11f0-9ba0-fc3fdb83b633,,,
302e9285-d0da-11f0-9ba0-fc3fdb83b633,,,
302e92cc-d0da-11f0-9ba0-fc3fdb83b633,,,
302e9314-d0da-11f0-9ba0-fc3fdb83b633,,,
302e935c-d0da-11f0-9ba0-fc3fdb83b633,,,
302e93a2-d0da-11f0-9ba0-fc3fdb83b633,,,
302e93ef-d0da-11f0-9ba0-fc3fdb83b633,,,
302e9436-d0da-11f0-9ba0-fc3fdb83b633,,,
302e947d-d0da-11f0-9ba0-fc3fdb83b633,,,
302e94c2-d0da-11f0-9ba0-fc3fdb83b633,,,
302e9508-d0da-11f0-9ba0-fc3fdb83b633,,,
302e954e-d0da-11f0-9ba0-fc3fdb83b633,,,
302e9598-d0da-11f0-9ba0-fc3fdb83b633,,,
302e95de-d0da-11f0-9ba0-fc3fdb83b633,,,
302e9625-d0da-11f0-9ba0-fc3fdb83b633,,,
302e966a-d0da-11f0-9ba0-fc3fdb83b633,,,
302e96b0-d0da-11f0-9ba0-fc3fdb83b633,,,
302e96fa-d0da-11f0-9ba0-fc3fdb83b633,,,
302e9740-d0da-11f0-9ba0-fc3fdb83b633,,,
302e9788-d0da-11f0-9ba0-fc3fdb83b633,,,
302e97d0-d0da-11f0-9ba0-fc3fdb83b633,,,
302e9816-d0da-11f0-9ba0-fc3fdb83b633,,,
302e985b-d0da-11f0-9ba0-fc3fdb83b633,,,
302e98a0-d0da-11f0-9ba0-fc3fdb83b633,,,
302e98e5-d0da-11f0-9ba0-fc3fdb83b633,,,
302e9942-d0da-11f0-9ba0-fc3fdb83b633,,,
302e99ba-d0da-11f0-9ba0-fc3fdb83b633,,,
302e9a79-d0da-11f0-9ba0-fc3fdb83b633,,,
302e9b00-d0da-11f0-9ba0-fc3fdb83b633,,,
302e9b88-d0da-11f0-9ba0-fc3fdb83b633,,,
302e9bfa-d0da-11f0-9ba0-fc3fdb83b633,,,
302e9c6f-d0da-11f0-9ba0-fc3fdb83b633,,,
302e9ced-d0da-11f0-9ba0-fc3fdb83b633,,,
302e9d38-d0da-11f0-9ba0-fc3fdb83b633,,,
302e9d7d-d0da-11f0-9ba0-fc3fdb83b633,,,
302e9dc6-d0da-11f0-9ba0-fc3fdb83b633,,,
302e9e0c-d0da-11f0-9ba0-fc3fdb83b633,,,
302e9e51-d0da-11f0-9ba0-fc3fdb83b633,,,
302e9e96-d0da-11f0-9ba0-fc3fdb83b633,,,
302e9edb-d0da-11f0-9ba0-fc3fdb83b633,,,
302e9f1e-d0da-11f0-9ba0-fc3fdb83b633,,,
302e9f60-d0da-11f0-9ba0-fc3fdb83b633,,,
302e9fa3-d0da-11f0-9ba0-fc3fdb83b633,,,
302e9fe5-d0da-11f0-9ba0-fc3fdb83b633,,,
302ea02d-d0da-11f0-9ba0-fc3fdb83b633,,,
302ea073-d0da-11f0-9ba0-fc3fdb83b633,,,
302ea0bb-d0da-11f0-9ba0-fc3fdb83b633,,,
302ea118-d0da-11f0-9ba0-fc3fdb83b633,,,
302ea174-d0da-11f0-9ba0-fc3fdb83b633,,,
302ea20d-d0da-11f0-9ba0-fc3fdb83b633,,,
302ea265-d0da-11f0-9ba0-fc3fdb83b633,,,
302ea2b2-d0da-11f0-9ba0-fc3fdb83b633,,,
302ea2fe-d0da-11f0-9ba0-fc3fdb83b633,,,
302ea344-d0da-11f0-9ba0-fc3fdb83b633,,,
302ea389-d0da-11f0-9ba0-fc3fdb83b633,,,
302ea3d2-d0da-11f0-9ba0-fc3fdb83b633,,,
302ea41a-d0da-11f0-9ba0-fc3fdb83b633,,,
302ea463-d0da-11f0-9ba0-fc3fdb83b633,,,
302ea4a9-d0da-11f0-9ba0-fc3fdb83b633,,,
302ea4ed-d0da-11f0-9ba0-fc3fdb83b633,,,
302ea537-d0da-11f0-9ba0-fc3fdb83b633,,,
302ea57b-d0da-11f0-9ba0-fc3fdb83b633,,,
302ea5be-d0da-11f0-9ba0-fc3fdb83b633,,,
302ea601-d0da-11f0-9ba0-fc3fdb83b633,,,
302ea645-d0da-11f0-9ba0-fc3fdb83b633,,,
302ea689-d0da-11f0-9ba0-fc3fdb83b633,,,
302ea6ce-d0da-11f0-9ba0-fc3fdb83b633,,,
302ea717-d0da-11f0-9ba0-fc3fdb83b633,,,
302ea75c-d0da-11f0-9ba0-fc3fdb83b633,,,
302ea7a0-d0da-11f0-9ba0-fc3fdb83b633,,,
302ea7e8-d0da-11f0-9ba0-fc3fdb83b633,,,
302ea832-d0da-11f0-9ba0-fc3fdb83b633,,,
302ea881-d0da-11f0-9ba0-fc3fdb83b633,,,
302ea8c9-d0da-11f0-9ba0-fc3fdb83b633,,,
302ea914-d0da-11f0-9ba0-fc3fdb83b633,,,
302ea95d-d0da-11f0-9ba0-fc3fdb83b633,,,
302ea9a4-d0da-11f0-9ba0-fc3fdb83b633,,,
302ea9ed-d0da-11f0-9ba0-fc3fdb83b633,,,
302eaa33-d0da-11f0-9ba0-fc3fdb83b633,,,
302eaa7e-d0da-11f0-9ba0-fc3fdb83b633,,,
302eaac6-d0da-11f0-9ba0-fc3fdb83b633,,,
302eab0f-d0da-11f0-9ba0-fc3fdb83b633,,,
302eab58-d0da-11f0-9ba0-fc3fdb83b633,,,
302eab9f-d0da-11f0-9ba0-fc3fdb83b633,,,
302eabe7-d0da-11f0-9ba0-fc3fdb83b633,,,
302eac2e-d0da-11f0-9ba0-fc3fdb83b633,,,
302eac75-d0da-11f0-9ba0-fc3fdb83b633,,,
302eacbc-d0da-11f0-9ba0-fc3fdb83b633,,,
302ead03-d0da-11f0-9ba0-fc3fdb83b633,,,
302ead4d-d0da-11f0-9ba0-fc3fdb83b633,,,
302ead94-d0da-11f0-9ba0-fc3fdb83b633,,,
302eaddb-d0da-11f0-9ba0-fc3fdb83b633,,,
302eae23-d0da-11f0-9ba0-fc3fdb83b633,,,
302eae76-d0da-11f0-9ba0-fc3fdb83b633,,,
302eaeb8-d0da-11f0-9ba0-fc3fdb83b633,,,
302eaf00-d0da-11f0-9ba0-fc3fdb83b633,,,
302eaf49-d0da-11f0-9ba0-fc3fdb83b633,,,
